UTC,Longitude (deg),Latitude (deg),Elevation (m),TB X (K),TB K (K),TB Ka (K),Antenna Longitude (deg),Antenna Latitude (deg),Antenna Altitude (m),Antenna Yaw (deg),Antenna Pitch (deg),Antenna Look Angle (deg)
20200211-18:34:14.048920,-108.216908,39.061623,3044,244.7,235.4,210.5,-108.052862,38.940793,4524.7,2.08,3.67,44.9
20200211-18:34:14.148940,-108.216816,39.061623,3044,246.6,235.4,210.2,-108.052865,38.940795,4524.7,2.08,3.67,44.9
20200211-18:34:14.248940,-108.216816,39.061531,3045,245.6,236.7,210.5,-108.052867,38.940798,4524.7,2.1,3.68,44.9
20200211-18:34:14.348940,-108.216723,39.061531,3045,244.6,235.2,210.6,-108.05287,38.9408,4524.6,2.12,3.68,44.9
20200211-18:34:14.448940,-108.216723,39.061438,3045,245.8,234.4,210.8,-108.052872,38.940802,4524.6,2.12,3.68,44.9
20200211-18:34:14.548940,-108.21663,39.061438,3045,245.4,236.1,210.1,-108.052875,38.940804,4524.6,2.12,3.68,44.9
20200211-18:34:14.648960,-108.216538,39.061345,3045,244.2,235,210.5,-108.052877,38.940806,4524.6,2.1,3.68,44.9
20200211-18:34:14.748960,-108.216538,39.061345,3045,246.7,234.6,210.7,-108.05288,38.940809,4524.6,2.09,3.68,44.9
20200211-18:34:14.848960,-108.216445,39.061253,3045,243.9,234.2,210.5,-108.052882,38.940811,4524.6,2.08,3.68,44.9
20200211-18:34:14.948960,-108.216353,39.061253,3045,247.1,234.9,210.9,-108.052885,38.940813,4524.6,2.1,3.68,44.9
20200211-18:34:15.048960,-108.216353,39.06116,3045,243.6,233.6,210.4,-108.052888,38.940815,4524.6,2.12,3.68,44.9
20200211-18:34:15.148960,-108.21626,39.06116,3045,244.8,235.7,210.4,-108.05289,38.940818,4524.6,2.13,3.69,44.9
20200211-18:34:15.248980,-108.21626,39.061068,3045,245,235.1,210.3,-108.052893,38.94082,4524.6,2.13,3.69,44.9
20200211-18:34:15.348980,-108.216167,39.061068,3045,244.5,233.2,210.2,-108.052895,38.940822,4524.6,2.11,3.69,44.9
20200211-18:34:15.448960,-108.216167,39.060975,3045,243.6,234.6,209.8,-108.052898,38.940824,4524.6,2.09,3.69,44.9
20200211-18:34:15.548980,-108.216075,39.060975,3045,245.6,235,210.1,-108.0529,38.940827,4524.6,2.09,3.69,44.9
20200211-18:34:15.648980,-108.215982,39.060882,3045,246.6,234.8,209.4,-108.052903,38.940829,4524.6,2.1,3.69,44.9
20200211-18:34:15.748980,-108.215982,39.060882,3045,245,235.6,209.5,-108.052905,38.940831,4524.6,2.12,3.69,44.9
20200211-18:34:15.848980,-108.21589,39.06079,3046,246.2,234.1,209.9,-108.052908,38.940833,4524.6,2.13,3.69,44.9
20200211-18:34:15.948980,-108.21589,39.06079,3046,246,234.4,209.1,-108.05291,38.940836,4524.6,2.13,3.69,44.9
20200211-18:34:16.048980,-108.215797,39.060697,3046,245.8,234.1,208.5,-108.052913,38.940838,4524.6,2.12,3.69,44.9
20200211-18:34:16.149000,-108.215704,39.060697,3046,246.5,234.7,208.8,-108.052916,38.94084,4524.6,2.09,3.69,44.9
20200211-18:34:16.249000,-108.215704,39.060605,3046,245.6,236.1,208.5,-108.052918,38.940842,4524.6,2.09,3.69,44.9
20200211-18:34:16.349000,-108.215612,39.060605,3046,249.2,235.2,208.3,-108.052921,38.940844,4524.6,2.1,3.7,44.9
20200211-18:34:16.449000,-108.215612,39.060512,3047,247.3,237.2,209.1,-108.052923,38.940847,4524.5,2.11,3.7,44.9
20200211-18:34:16.549000,-108.215519,39.060512,3047,246.4,239,209.8,-108.052926,38.940849,4524.5,2.14,3.7,44.9
20200211-18:34:16.649000,-108.215519,39.060419,3047,244.9,237.6,208.9,-108.052928,38.940851,4524.5,2.14,3.7,44.9
20200211-18:34:16.749000,-108.215427,39.060419,3047,247.1,235.5,208.2,-108.052931,38.940853,4524.5,2.13,3.7,44.9
20200211-18:34:16.849020,-108.215427,39.060327,3047,252.8,237,208.6,-108.052933,38.940856,4524.5,2.11,3.7,44.9
20200211-18:34:16.949020,-108.215334,39.060327,3047,249.5,237,208.5,-108.052936,38.940858,4524.5,2.09,3.7,44.9
20200211-18:34:17.049020,-108.215241,39.060234,3047,249.2,235.2,208.9,-108.052938,38.94086,4524.5,2.1,3.7,44.9
20200211-18:34:17.149020,-108.215241,39.060234,3047,249.6,235.4,208.8,-108.052941,38.940862,4524.5,2.11,3.7,44.9
20200211-18:34:17.249020,-108.215149,39.060142,3047,247,236.8,209.5,-108.052943,38.940865,4524.5,2.13,3.71,44.9
20200211-18:34:17.349020,-108.215056,39.060142,3047,247.2,234.9,208.8,-108.052946,38.940867,4524.5,2.14,3.71,44.9
20200211-18:34:17.449020,-108.215056,39.060049,3047,247.2,236.6,209,-108.052949,38.940869,4524.5,2.13,3.7,44.9
20200211-18:34:17.549020,-108.214964,39.060049,3047,247.8,233.9,209.4,-108.052951,38.940871,4524.5,2.12,3.7,44.9
20200211-18:34:17.649040,-108.214964,39.059956,3047,247,235.4,209.2,-108.052956,38.940876,4524.5,2.11,3.71,44.9
20200211-18:34:17.749020,-108.214871,39.059956,3047,248.3,235.2,209.9,-108.052959,38.940878,4524.5,2.11,3.71,44.9
20200211-18:34:17.849040,-108.214871,39.059864,3047,246.4,235.5,209.9,-108.052961,38.94088,4524.5,2.13,3.71,44.9
20200211-18:34:17.949040,-108.214778,39.059864,3047,246.5,234.6,208.9,-108.052964,38.940882,4524.5,2.13,3.71,44.9
20200211-18:34:18.049040,-108.214686,39.059771,3047,247.4,235.1,208.7,-108.052966,38.940885,4524.5,2.12,3.71,44.9
20200211-18:34:18.149040,-108.214686,39.059679,3047,246.4,235.6,209.1,-108.052969,38.940887,4524.5,2.12,3.71,44.9
20200211-18:34:18.249040,-108.214593,39.059679,3047,244.5,236.4,209.1,-108.052971,38.940889,4524.5,2.1,3.71,44.9
20200211-18:34:18.349060,-108.214593,39.059586,3047,245.4,236,209.1,-108.052977,38.940894,4524.5,2.11,3.71,44.9
20200211-18:34:18.449060,-108.214501,39.059586,3047,247.7,235.5,209.2,-108.052979,38.940896,4524.4,2.12,3.72,44.9
20200211-18:34:18.549060,-108.214501,39.059493,3047,247.7,235.3,209.4,-108.052982,38.940898,4524.4,2.13,3.72,44.9
20200211-18:34:18.649060,-108.214408,39.059493,3047,246.8,235.3,209.8,-108.052984,38.9409,4524.4,2.14,3.72,44.9
20200211-18:34:18.749060,-108.214408,39.059401,3047,247,233.5,209.2,-108.052987,38.940903,4524.4,2.13,3.72,44.9
20200211-18:34:18.849060,-108.214315,39.059401,3047,246.1,237.1,209.9,-108.052989,38.940905,4524.4,2.12,3.72,44.9
20200211-18:34:18.949080,-108.214223,39.059308,3047,245,234.5,209.4,-108.052992,38.940907,4524.4,2.11,3.72,45
20200211-18:34:19.049080,-108.214223,39.059308,3047,246.3,234.4,210.6,-108.052994,38.940909,4524.4,2.11,3.72,45
20200211-18:34:19.149080,-108.21413,39.059216,3047,247.3,233.8,210,-108.052997,38.940911,4524.4,2.12,3.72,45
20200211-18:34:19.249080,-108.214038,39.059216,3047,247.7,234.9,209.8,-108.052999,38.940914,4524.4,2.14,3.72,44.9
20200211-18:34:19.349080,-108.214038,39.059123,3047,246.4,235.6,210.3,-108.053002,38.940916,4524.4,2.14,3.73,44.9
20200211-18:34:19.449080,-108.213945,39.059123,3047,246.2,236.3,210.5,-108.053004,38.940918,4524.4,2.13,3.73,44.9
20200211-18:34:19.549080,-108.213945,39.059031,3047,244.4,235.2,210.2,-108.053007,38.94092,4524.4,2.12,3.73,44.9
20200211-18:34:19.649080,-108.213852,39.059031,3047,247.5,236.4,210,-108.05301,38.940923,4524.4,2.11,3.73,44.9
20200211-18:34:19.749080,-108.213852,39.058938,3047,246.7,236,209.8,-108.053012,38.940925,4524.4,2.11,3.73,44.9
20200211-18:34:19.849080,-108.21376,39.058938,3047,244.9,234.3,209.6,-108.053015,38.940927,4524.4,2.11,3.73,44.9
20200211-18:34:19.949100,-108.213667,39.058845,3047,244.9,235.3,209.5,-108.053017,38.940929,4524.4,2.12,3.73,44.9
20200211-18:34:20.049100,-108.213667,39.058845,3047,246.2,233.7,209.3,-108.05302,38.940932,4524.4,2.14,3.73,44.9
20200211-18:34:20.149100,-108.213575,39.058753,3047,246.1,237.2,209.5,-108.053022,38.940934,4524.4,2.14,3.73,44.9
20200211-18:34:20.249100,-108.213482,39.058753,3047,246.1,235.5,208.6,-108.053025,38.940936,4524.4,2.13,3.73,44.9
20200211-18:34:20.349100,-108.213482,39.05866,3047,247,233.4,209.7,-108.053027,38.940938,4524.4,2.11,3.73,44.9
20200211-18:34:20.449100,-108.21339,39.05866,3047,246,235.8,208.3,-108.05303,38.94094,4524.4,2.1,3.73,44.9
20200211-18:34:20.549120,-108.21339,39.058568,3047,246.8,235.5,208.8,-108.053032,38.940943,4524.4,2.11,3.73,44.9
20200211-18:34:20.649120,-108.213297,39.058568,3047,246,234.9,209.1,-108.053035,38.940945,4524.3,2.12,3.74,44.9
20200211-18:34:20.749120,-108.213297,39.058475,3048,246.1,235.9,208.2,-108.053037,38.940947,4524.3,2.14,3.74,44.9
20200211-18:34:20.849120,-108.213204,39.058475,3048,246.8,234.4,208.8,-108.05304,38.940949,4524.3,2.14,3.74,44.9
20200211-18:34:20.949120,-108.213204,39.058382,3048,246.7,236,208.4,-108.053043,38.940952,4524.3,2.14,3.73,44.9
20200211-18:34:21.049120,-108.213112,39.058382,3048,245.3,235.3,208.1,-108.053045,38.940954,4524.3,2.13,3.74,44.9
20200211-18:34:21.149140,-108.213019,39.05829,3048,248,233.9,207.2,-108.053048,38.940956,4524.3,2.11,3.74,44.9
20200211-18:34:21.249120,-108.213019,39.05829,3048,245.7,235.9,208.6,-108.05305,38.940958,4524.3,2.12,3.74,44.9
20200211-18:34:21.349120,-108.212927,39.058197,3048,246.1,237.6,208.5,-108.053053,38.940961,4524.3,2.12,3.74,44.9
20200211-18:34:21.449140,-108.212927,39.058197,3048,245.7,236.3,208.4,-108.053055,38.940963,4524.3,2.14,3.74,44.9
20200211-18:34:21.549140,-108.212834,39.058105,3048,247.8,235.6,208.4,-108.053058,38.940965,4524.3,2.15,3.74,44.9
20200211-18:34:21.649140,-108.212741,39.058105,3047,246.9,236.3,209,-108.05306,38.940967,4524.3,2.14,3.74,44.9
20200211-18:34:21.749140,-108.212741,39.058012,3047,246.4,237,208.1,-108.053063,38.94097,4524.3,2.13,3.74,44.9
20200211-18:34:21.849140,-108.212649,39.058012,3047,246,234.7,208.6,-108.053065,38.940972,4524.3,2.11,3.75,44.9
20200211-18:34:21.949140,-108.212649,39.057919,3047,247.4,237.4,209.1,-108.053068,38.940974,4524.3,2.11,3.74,44.9
20200211-18:34:22.049140,-108.212556,39.057919,3047,247.1,237,208.9,-108.053071,38.940976,4524.3,2.1,3.75,44.9
20200211-18:34:22.149160,-108.212556,39.057827,3047,246,235.5,207.8,-108.053073,38.940978,4524.3,2.13,3.75,44.9
20200211-18:34:22.249160,-108.212464,39.057827,3047,247.7,234.6,209.2,-108.053076,38.940981,4524.3,2.14,3.75,44.9
20200211-18:34:22.449160,-108.212371,39.057734,3047,245.7,234.1,208.6,-108.053078,38.940983,4524.3,2.15,3.75,44.9
20200211-18:34:22.549160,-108.212278,39.057642,3047,246.8,233.6,208.9,-108.053081,38.940985,4524.3,2.14,3.75,44.9
20200211-18:34:22.649160,-108.212186,39.057642,3047,245.9,235.9,209.4,-108.053083,38.940987,4524.3,2.11,3.75,44.9
20200211-18:34:22.749180,-108.212186,39.057549,3048,245.8,233.9,209.3,-108.053086,38.94099,4524.3,2.11,3.75,44.9
20200211-18:34:22.849180,-108.212093,39.057549,3048,246.4,235,209.6,-108.053088,38.940992,4524.3,2.1,3.75,44.9
20200211-18:34:22.949180,-108.212093,39.057456,3048,246.9,235.6,209.5,-108.053091,38.940994,4524.2,2.13,3.76,44.9
20200211-18:34:23.049180,-108.212001,39.057456,3048,247.2,236.1,210.3,-108.053093,38.940996,4524.2,2.14,3.76,44.9
20200211-18:34:23.249180,-108.211908,39.057271,3048,246.8,235.7,210.3,-108.053096,38.940999,4524.2,2.16,3.76,44.9
20200211-18:34:23.349180,-108.211815,39.057271,3048,247,234.2,209.4,-108.053098,38.941001,4524.2,2.14,3.76,44.9
20200211-18:34:23.449180,-108.211815,39.057179,3048,245.8,235.4,209.8,-108.053101,38.941003,4524.2,2.12,3.76,44.9
20200211-18:34:23.549180,-108.211723,39.057179,3048,248.3,235.5,209.4,-108.053104,38.941005,4524.2,2.11,3.75,44.9
20200211-18:34:23.649200,-108.211723,39.057086,3048,247,235.1,210.1,-108.053106,38.941007,4524.2,2.11,3.76,44.9
20200211-18:34:23.749200,-108.21163,39.057086,3049,246.4,234.2,209.5,-108.053109,38.94101,4524.2,2.12,3.76,44.9
20200211-18:34:23.849200,-108.21163,39.056993,3048,244.9,235.1,209.1,-108.053111,38.941012,4524.2,2.14,3.76,44.9
20200211-18:34:23.949200,-108.211538,39.056993,3048,245.4,236.8,209.3,-108.053114,38.941014,4524.2,2.15,3.76,44.9
20200211-18:34:24.049200,-108.211445,39.056901,3049,245.5,235.6,209.5,-108.053116,38.941016,4524.2,2.14,3.76,44.9
20200211-18:34:24.149200,-108.211445,39.056901,3049,245.6,235.2,209.1,-108.053119,38.941019,4524.2,2.14,3.76,44.9
20200211-18:34:24.249220,-108.211352,39.056808,3048,245.4,237.3,208.8,-108.053121,38.941021,4524.2,2.12,3.76,44.9
20200211-18:34:24.349220,-108.21126,39.056808,3049,246.4,237.3,209.1,-108.053124,38.941023,4524.2,2.11,3.76,44.9
20200211-18:34:24.449220,-108.21126,39.056716,3049,246.2,237,208.4,-108.053126,38.941025,4524.2,2.12,3.77,44.9
20200211-18:34:24.549220,-108.211167,39.056716,3049,245,237.9,208.3,-108.053129,38.941028,4524.2,2.13,3.77,44.9
20200211-18:34:24.649220,-108.211167,39.056623,3049,246.9,236.5,208,-108.053132,38.94103,4524.2,2.15,3.77,44.9
20200211-18:34:24.749220,-108.211075,39.056623,3049,246.6,236.4,207.2,-108.053134,38.941032,4524.2,2.15,3.76,44.9
20200211-18:34:24.849240,-108.211075,39.05653,3049,247.3,236,206.4,-108.053137,38.941034,4524.2,2.14,3.77,44.9
20200211-18:34:24.949220,-108.210982,39.056438,3049,247.7,234.2,206.2,-108.053139,38.941037,4524.2,2.12,3.77,44.9
20200211-18:34:25.049220,-108.210889,39.056438,3048,247.7,235.9,205,-108.053142,38.941039,4524.2,2.11,3.77,44.9
20200211-18:34:25.149220,-108.210889,39.056345,3048,246.4,236.7,205.6,-108.053144,38.941041,4524.2,2.12,3.77,44.9
20200211-18:34:25.249240,-108.210797,39.056345,3048,246.4,234.4,205.7,-108.053147,38.941043,4524.2,2.12,3.77,44.9
20200211-18:34:25.349240,-108.210797,39.056253,3048,249,236.6,205.6,-108.053149,38.941045,4524.1,2.15,3.77,44.9
20200211-18:34:25.449240,-108.210704,39.056253,3048,248.1,237.7,204.7,-108.053152,38.941048,4524.1,2.15,3.77,44.9
20200211-18:34:25.549240,-108.210704,39.05616,3048,247,237.2,204,-108.053154,38.94105,4524.1,2.14,3.77,44.9
20200211-18:34:25.649240,-108.210612,39.05616,3048,247.2,234.8,203.9,-108.053157,38.941052,4524.1,2.13,3.77,44.9
20200211-18:34:25.749240,-108.210519,39.056067,3048,247.3,238.2,204.2,-108.053159,38.941054,4524.1,2.12,3.77,44.9
20200211-18:34:25.849260,-108.210519,39.056067,3048,249,236.2,204.9,-108.053162,38.941057,4524.1,2.11,3.77,44.9
20200211-18:34:25.949260,-108.210426,39.055975,3047,247.4,237,205.1,-108.053165,38.941059,4524.1,2.13,3.78,44.9
20200211-18:34:26.049260,-108.210334,39.055975,3047,248.2,235.1,204.7,-108.053167,38.941061,4524.1,2.15,3.78,44.9
20200211-18:34:26.149260,-108.210334,39.055882,3047,247.2,239,206.8,-108.05317,38.941063,4524.1,2.15,3.77,44.9
20200211-18:34:26.249260,-108.210241,39.055882,3047,246.8,237.2,204.9,-108.053172,38.941066,4524.1,2.15,3.77,44.9
20200211-18:34:26.349260,-108.210241,39.05579,3046,251.7,233.8,205.7,-108.053175,38.941068,4524.1,2.13,3.78,44.9
20200211-18:34:26.449280,-108.210149,39.05579,3047,252.3,236.5,205.3,-108.053177,38.94107,4524.1,2.11,3.78,44.9
20200211-18:34:26.549280,-108.210149,39.055697,3046,250,236.8,205.8,-108.05318,38.941072,4524.1,2.12,3.78,44.9
20200211-18:34:26.649280,-108.210056,39.055697,3046,253.1,237.8,206.7,-108.053182,38.941074,4524.1,2.12,3.78,44.9
20200211-18:34:26.749280,-108.209963,39.055604,3046,251.4,237.2,206.4,-108.053185,38.941077,4524.1,2.14,3.78,44.9
20200211-18:34:26.849280,-108.209963,39.055604,3046,251.2,235.6,206.4,-108.053187,38.941079,4524.1,2.16,3.78,44.9
20200211-18:34:26.949280,-108.209871,39.055512,3046,249.5,235.7,206.3,-108.05319,38.941081,4524.1,2.15,3.78,44.9
20200211-18:34:27.049280,-108.209871,39.055512,3046,249.5,237.4,206.5,-108.053193,38.941083,4524.1,2.13,3.78,44.9
20200211-18:34:27.149280,-108.209778,39.055419,3045,250.6,235.5,206.2,-108.053195,38.941086,4524.1,2.11,3.78,44.9
20200211-18:34:27.249280,-108.209686,39.055419,3045,248.9,236.2,206.4,-108.053198,38.941088,4524.1,2.1,3.78,44.9
20200211-18:34:27.349280,-108.209686,39.055327,3045,248.5,235.6,207,-108.0532,38.94109,4524.1,2.12,3.79,44.9
20200211-18:34:27.449300,-108.209593,39.055327,3046,248.7,234.9,206.6,-108.053203,38.941092,4524.1,2.14,3.78,44.9
20200211-18:34:27.549300,-108.209593,39.055234,3045,250.1,235.9,205.9,-108.053205,38.941095,4524.1,2.15,3.79,44.9
20200211-18:34:27.649300,-108.2095,39.055234,3046,249.4,234.7,207.2,-108.053208,38.941097,4524,2.16,3.79,44.9
20200211-18:34:27.749300,-108.2095,39.055141,3046,249,235.1,206.7,-108.05321,38.941099,4524,2.15,3.79,44.9
20200211-18:34:27.849300,-108.209408,39.055141,3046,250.2,236.3,206.8,-108.053213,38.941101,4524,2.13,3.79,44.9
20200211-18:34:27.949300,-108.209408,39.055049,3046,247.5,235.6,207.8,-108.053215,38.941104,4524,2.12,3.79,44.9
20200211-18:34:28.049320,-108.209315,39.055049,3046,247.6,234.7,209.3,-108.053218,38.941106,4524,2.12,3.79,44.9
20200211-18:34:28.149320,-108.209223,39.054956,3046,245.9,235.9,209.4,-108.05322,38.941108,4524,2.12,3.79,44.9
20200211-18:34:28.249320,-108.209223,39.054956,3046,244.5,235.6,209.2,-108.053223,38.94111,4524,2.15,3.79,44.9
20200211-18:34:28.349320,-108.20913,39.054864,3046,241.9,233.8,209.5,-108.053226,38.941112,4524,2.15,3.79,44.9
20200211-18:34:28.449320,-108.209037,39.054864,3046,247.2,234.9,208.8,-108.053228,38.941115,4524,2.14,3.79,44.9
20200211-18:34:28.549320,-108.209037,39.054771,3046,246.8,236.9,209.1,-108.053231,38.941117,4524,2.12,3.79,44.9
20200211-18:34:28.649340,-108.208945,39.054771,3046,247.2,236.9,208.9,-108.053233,38.941119,4524,2.1,3.79,44.9
20200211-18:34:28.749340,-108.208945,39.054678,3046,247.6,236.4,208.5,-108.053236,38.941121,4524,2.11,3.79,44.9
20200211-18:34:28.849320,-108.208852,39.054678,3047,247,234,208.5,-108.053238,38.941124,4524,2.13,3.79,44.9
20200211-18:34:28.949340,-108.208852,39.054586,3047,248.7,236.9,208.8,-108.053241,38.941126,4524,2.15,3.8,44.9
20200211-18:34:29.049320,-108.20876,39.054586,3047,247.2,235.6,208.1,-108.053243,38.941128,4524,2.17,3.79,44.9
20200211-18:34:29.149340,-108.20876,39.054493,3047,246,237.8,208.5,-108.053246,38.94113,4524,2.15,3.79,44.9
20200211-18:34:29.249340,-108.208667,39.054493,3047,246.5,236.3,207.8,-108.053248,38.941133,4524,2.14,3.79,44.9
20200211-18:34:29.349340,-108.208667,39.054401,3048,246.8,237.5,207.5,-108.053251,38.941135,4524,2.12,3.79,44.9
20200211-18:34:29.449340,-108.208574,39.054308,3048,247,235.1,207.5,-108.053253,38.941137,4524,2.12,3.8,44.9
20200211-18:34:29.549360,-108.208482,39.054308,3048,248.5,236.1,207.2,-108.053256,38.941139,4524,2.13,3.8,44.9
20200211-18:34:29.649360,-108.208482,39.054215,3048,246.3,234.6,208,-108.053259,38.941141,4524,2.14,3.8,44.9
20200211-18:34:29.749360,-108.208389,39.054215,3048,246.1,235.7,206.9,-108.053261,38.941144,4524,2.16,3.8,44.9
20200211-18:34:29.849360,-108.208389,39.054123,3048,248.7,234.2,206.6,-108.053264,38.941146,4524,2.15,3.8,44.9
20200211-18:34:29.949360,-108.208297,39.054123,3048,250.2,236.9,206.4,-108.053266,38.941148,4523.9,2.14,3.8,44.9
20200211-18:34:30.049360,-108.208297,39.05403,3048,246.1,235.5,206,-108.053269,38.94115,4523.9,2.11,3.8,44.9
20200211-18:34:30.149360,-108.208204,39.05403,3049,249.3,235.3,206.7,-108.053271,38.941153,4523.9,2.1,3.8,44.9
20200211-18:34:30.249380,-108.208204,39.053938,3048,247.8,236.1,206.1,-108.053274,38.941155,4523.9,2.12,3.8,44.9
20200211-18:34:30.349380,-108.208111,39.053938,3049,242.5,236.4,206.2,-108.053276,38.941157,4523.9,2.14,3.8,44.9
20200211-18:34:30.449380,-108.208111,39.053845,3049,243.2,236.8,206.5,-108.053279,38.941159,4523.9,2.17,3.8,44.9
20200211-18:34:30.549380,-108.208019,39.053845,3048,244.5,235.5,206.5,-108.053281,38.941162,4523.9,2.16,3.8,44.9
20200211-18:34:30.649380,-108.207926,39.053752,3048,247.8,235.6,206.5,-108.053284,38.941164,4523.9,2.15,3.8,44.8
20200211-18:34:30.749380,-108.207926,39.053752,3048,248.2,237.4,206.7,-108.053287,38.941166,4523.9,2.13,3.8,44.8
20200211-18:34:30.849380,-108.207834,39.05366,3048,246.7,235,207.1,-108.053289,38.941168,4523.9,2.12,3.8,44.8
20200211-18:34:30.949380,-108.207834,39.05366,3048,247.9,236.2,207.1,-108.053292,38.941171,4523.9,2.13,3.81,44.8
20200211-18:34:31.049380,-108.207741,39.053567,3048,247.5,237.2,206.9,-108.053294,38.941173,4523.9,2.13,3.81,44.8
20200211-18:34:31.149400,-108.207648,39.053567,3048,247.9,236.7,207.6,-108.053297,38.941175,4523.9,2.16,3.81,44.8
20200211-18:34:31.249400,-108.207648,39.053475,3048,246.2,236.2,206.8,-108.053299,38.941177,4523.9,2.14,3.81,44.8
20200211-18:34:31.349400,-108.207556,39.053475,3049,242.9,236.8,207.4,-108.053302,38.941179,4523.9,2.14,3.8,44.8
20200211-18:34:31.449400,-108.207556,39.053382,3049,244.8,237.5,207.9,-108.053304,38.941182,4523.9,2.12,3.8,44.8
20200211-18:34:31.549400,-108.207463,39.053382,3049,244.4,236.2,207.6,-108.053307,38.941184,4523.9,2.11,3.81,44.8
20200211-18:34:31.649400,-108.207463,39.05329,3049,246.5,237.8,206.2,-108.053309,38.941186,4523.9,2.12,3.81,44.8
20200211-18:34:31.749400,-108.207371,39.05329,3049,246.1,235.8,206.8,-108.053312,38.941188,4523.9,2.13,3.81,44.8
20200211-18:34:31.849420,-108.207371,39.053197,3049,246.8,236.4,206.7,-108.053314,38.941191,4523.9,2.16,3.81,44.8
20200211-18:34:31.949420,-108.207278,39.053197,3049,246.1,235.7,206.3,-108.053317,38.941193,4523.9,2.16,3.81,44.8
20200211-18:34:32.049420,-108.207278,39.053104,3049,247.5,238.5,207.4,-108.05332,38.941195,4523.9,2.16,3.81,44.8
20200211-18:34:32.149420,-108.207186,39.053104,3049,246,239,207.5,-108.053322,38.941197,4523.9,2.15,3.81,44.8
20200211-18:34:32.249420,-108.207093,39.053012,3050,246.3,238,208.3,-108.053325,38.9412,4523.9,2.12,3.81,44.8
20200211-18:34:32.349440,-108.207093,39.053012,3050,249,236.4,208.6,-108.053327,38.941202,4523.8,2.12,3.81,44.8
20200211-18:34:32.449420,-108.207,39.052919,3050,246,237.2,208.8,-108.05333,38.941204,4523.8,2.12,3.81,44.8
20200211-18:34:32.549440,-108.207,39.052827,3050,247.4,237.1,209.7,-108.053332,38.941206,4523.8,2.15,3.81,44.8
20200211-18:34:32.649420,-108.206908,39.052827,3050,247.2,238.3,209,-108.053335,38.941208,4523.8,2.16,3.81,44.8
20200211-18:34:32.749440,-108.206908,39.052734,3050,246.1,236.9,210,-108.053337,38.941211,4523.8,2.16,3.81,44.8
20200211-18:34:32.849440,-108.206815,39.052734,3050,247.3,237.7,210.1,-108.05334,38.941213,4523.8,2.14,3.81,44.8
20200211-18:34:32.949440,-108.206815,39.052641,3050,246,238.5,210.7,-108.053342,38.941215,4523.8,2.12,3.81,44.8
20200211-18:34:33.049440,-108.206723,39.052641,3050,247.1,237.1,211.4,-108.053345,38.941217,4523.8,2.11,3.81,44.8
20200211-18:34:33.149440,-108.20663,39.052549,3050,248.1,236.8,211.5,-108.053347,38.94122,4523.8,2.13,3.81,44.8
20200211-18:34:33.249440,-108.20663,39.052549,3050,249.6,235.5,211,-108.05335,38.941222,4523.8,2.15,3.81,44.8
20200211-18:34:33.349440,-108.206537,39.052456,3051,249.9,235.1,211.8,-108.053353,38.941224,4523.8,2.16,3.82,44.8
20200211-18:34:33.449460,-108.206537,39.052456,3051,247.4,236.9,212.3,-108.053355,38.941226,4523.8,2.16,3.82,44.8
20200211-18:34:33.549460,-108.206445,39.052364,3051,246.6,234.3,213.4,-108.053358,38.941229,4523.8,2.14,3.82,44.8
20200211-18:34:33.649460,-108.206352,39.052364,3051,245.5,236.4,213.1,-108.05336,38.941231,4523.8,2.13,3.81,44.8
20200211-18:34:33.749460,-108.206352,39.052271,3051,246.5,236,212.7,-108.053363,38.941233,4523.8,2.12,3.82,44.8
20200211-18:34:33.849460,-108.20626,39.052271,3052,246.5,235.4,212.4,-108.053365,38.941235,4523.8,2.13,3.82,44.8
20200211-18:34:33.949480,-108.20626,39.052178,3052,244.8,236.1,213.6,-108.053368,38.941238,4523.8,2.14,3.82,44.8
20200211-18:34:34.049480,-108.206167,39.052178,3052,246.5,235,212.8,-108.05337,38.94124,4523.8,2.16,3.82,44.8
20200211-18:34:34.149480,-108.206167,39.052086,3052,246.2,237.8,212.8,-108.053373,38.941242,4523.8,2.16,3.82,44.8
20200211-18:34:34.249480,-108.206074,39.052086,3052,245.1,236,213.7,-108.053375,38.941244,4523.8,2.15,3.82,44.8
20200211-18:34:34.349480,-108.206074,39.051993,3052,248.8,233.9,213.3,-108.053378,38.941246,4523.8,2.13,3.82,44.8
20200211-18:34:34.449480,-108.205982,39.051901,3053,249,235.7,214.4,-108.053381,38.941249,4523.8,2.1,3.82,44.8
20200211-18:34:34.549480,-108.205982,39.051901,3053,248.5,235.2,214.1,-108.053383,38.941251,4523.8,2.12,3.82,44.8
20200211-18:34:34.649480,-108.205889,39.051808,3053,246.4,235.7,214.3,-108.053386,38.941253,4523.8,2.13,3.82,44.8
20200211-18:34:34.749480,-108.205797,39.051808,3053,248.6,234.3,214,-108.053388,38.941255,4523.8,2.16,3.82,44.8
20200211-18:34:34.849480,-108.205797,39.051715,3054,248.4,234.3,214.6,-108.053391,38.941258,4523.7,2.17,3.82,44.8
20200211-18:34:34.949500,-108.205704,39.051715,3054,248.5,235.3,214.2,-108.053393,38.94126,4523.7,2.16,3.82,44.8
20200211-18:34:35.049500,-108.205704,39.051623,3055,246.8,234.1,214.5,-108.053396,38.941262,4523.7,2.14,3.82,44.8
